tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points,year,winner_overall_elo,loser_overall_elo,overall_elo_difference,winner_grass_elo,loser_grass_elo,grass_elo_difference,winner_grass_win_pct,loser_grass_win_pct,winner_recent_form,loser_recent_form,higher_overall_elo_won,higher_grass_elo_won,winner_grass_first_serve_in_pct,winner_grass_first_serve_won_pct,winner_grass_second_serve_won_pct,winner_grass_ace_rate,loser_grass_first_serve_in_pct,loser_grass_first_serve_won_pct,loser_grass_second_serve_won_pct,loser_grass_ace_rate
2024-540,Wimbledon,Grass,128.0,G,2024-07-01,168.0,203389.0,11.0,,Danielle Collins,R,178.0,USA,30.5,213646.0,,Q,Dalma Galfi,R,178.0,HUN,25.8,6-3 6-4,3.0,R64,89.0,3.0,10.0,64.0,36.0,22.0,12.0,9.0,3.0,7.0,6.0,5.0,70.0,46.0,23.0,7.0,10.0,10.0,17.0,11.0,3532.0,127.0,595.0,2024.0,,,,,,,,,,,,,0.5746,0.6808,0.4861,0.0566,0.6472,0.6704,0.5223,0.0777
2024-540,Wimbledon,Grass,128.0,G,2024-07-01,169.0,206242.0,20.0,,Beatriz Haddad Maia,L,185.0,BRA,28.0,215785.0,,,Camila Osorio,R,162.0,COL,22.5,3-0 RET,3.0,R64,24.0,0.0,0.0,7.0,3.0,2.0,4.0,1.0,0.0,0.0,0.0,3.0,12.0,6.0,3.0,1.0,2.0,0.0,2.0,20.0,2218.0,84.0,815.0,2024.0,,,,,,,,,,,,,0.6636,0.6559,0.5146,0.0362,0.6137,0.6137,0.3745,0.0208
2024-540,Wimbledon,Grass,128.0,G,2024-07-01,170.0,206252.0,31.0,,Barbora Krejcikova,R,178.0,CZE,28.5,220465.0,,Q,Katie Volynets,R,,USA,22.4,7-6(6) 7-6(5),3.0,R64,123.0,1.0,7.0,87.0,60.0,38.0,9.0,12.0,7.0,13.0,0.0,1.0,82.0,63.0,37.0,9.0,12.0,5.0,11.0,32.0,1643.0,69.0,927.0,2024.0,,,,,,,,,,,,,0.6443,0.7379,0.5092,0.0642,0.7358,0.5107,0.4305,0.0234
2024-540,Wimbledon,Grass,128.0,G,2024-07-01,171.0,222601.0,,,Jessica Bouzas Maneiro,R,,ESP,21.7,213710.0,,,Cristina Bucsa,R,,ESP,26.4,7-6(1) 6-3,3.0,R64,110.0,2.0,5.0,83.0,47.0,32.0,15.0,11.0,3.0,7.0,1.0,4.0,90.0,66.0,32.0,13.0,10.0,13.0,18.0,83.0,828.0,64.0,984.0,2024.0,,,,,,,,,,,,,0.6,0.6418,0.3884,0.0229,0.6596,0.542,0.4619,0.0201
2024-540,Wimbledon,Grass,128.0,G,2024-07-01,172.0,214981.0,4.0,,Elena Rybakina,R,184.0,KAZ,25.0,201696.0,,,Laura Siegemund,R,168.0,GER,36.3,6-3 3-6 6-3,3.0,R64,132.0,5.0,3.0,87.0,56.0,42.0,15.0,14.0,10.0,13.0,1.0,3.0,102.0,71.0,39.0,18.0,12.0,8.0,12.0,4.0,6026.0,72.0,917.0,2024.0,,,,,,,,,,,,,0.5992,0.815,0.4757,0.1333,0.7076,0.6044,0.4996,0.0123
2024-540,Wimbledon,Grass,128.0,G,2024-07-01,173.0,201496.0,,WC,Caroline Wozniacki,R,177.0,DEN,33.9,220367.0,30.0,,Leylah Fernandez,L,168.0,CAN,21.8,6-3 2-6 7-5,3.0,R64,139.0,0.0,5.0,107.0,71.0,51.0,11.0,15.0,10.0,14.0,5.0,1.0,92.0,63.0,40.0,14.0,14.0,7.0,11.0,91.0,774.0,25.0,1920.0,2024.0,,,,,,,,,,,,,0.6543,0.6579,0.4047,0.0295,0.6712,0.7035,0.493,0.0544
2024-540,Wimbledon,Grass,128.0,G,2024-07-01,174.0,214939.0,17.0,,Anna Kalinskaya,R,175.0,RUS,25.5,213631.0,,,Marie Bouzkova,R,180.0,CZE,25.9,6-4 6-1,3.0,R64,83.0,1.0,3.0,58.0,32.0,22.0,15.0,9.0,5.0,6.0,1.0,2.0,55.0,31.0,18.0,10.0,8.0,2.0,6.0,18.0,2310.0,40.0,1445.0,2024.0,,,,,,,,,,,,,0.6629,0.6644,0.5279,0.0222,0.6628,0.6386,0.5172,0.022
2024-540,Wimbledon,Grass,128.0,G,2024-07-01,167.0,211533.0,13.0,,Jelena Ostapenko,R,177.0,LAT,27.0,220750.0,,Q,Daria Snigur,R,,UKR,22.2,6-3 6-0,3.0,R64,49.0,8.0,5.0,44.0,25.0,22.0,10.0,8.0,0.0,0.0,0.0,2.0,42.0,27.0,17.0,4.0,7.0,1.0,5.0,14.0,3058.0,130.0,592.0,2024.0,,,,,,,,,,,,,0.575,0.7188,0.4748,0.0808,0.7218,0.6379,0.4304,0.0172
2024-540,Wimbledon,Grass,128.0,G,2024-07-01,157.0,223670.0,,,Diana Shnaider,L,,RUS,20.2,201662.0,,,Karolina Pliskova,R,184.0,CZE,32.2,4-6 6-4 7-5,3.0,R128,142.0,4.0,3.0,112.0,65.0,45.0,23.0,16.0,9.0,12.0,9.0,6.0,115.0,67.0,46.0,23.0,16.0,12.0,16.0,30.0,1690.0,46.0,1255.0,2024.0,,,,,,,,,,,,,0.6593,0.6433,0.5686,0.0431,0.6811,0.6957,0.4232,0.0882
2024-540,Wimbledon,Grass,128.0,G,2024-07-01,164.0,216347.0,1.0,,Iga Swiatek,R,176.0,POL,23.0,201549.0,,,Petra Martic,R,181.0,CRO,33.4,6-4 6-3,3.0,R64,83.0,3.0,2.0,55.0,36.0,30.0,12.0,10.0,0.0,0.0,2.0,2.0,56.0,35.0,26.0,8.0,9.0,1.0,3.0,1.0,11585.0,85.0,811.0,2024.0,,,,,,,,,,,,,0.6863,0.7398,0.5493,0.0349,0.5861,0.7027,0.4756,0.0796
2024-540,Wimbledon,Grass,128.0,G,2024-07-01,155.0,201619.0,12.0,,Madison Keys,R,178.0,USA,29.3,203354.0,,,Martina Trevisan,L,160.0,ITA,30.6,6-4 7-6(4),3.0,R128,105.0,6.0,2.0,74.0,53.0,34.0,14.0,11.0,3.0,4.0,0.0,2.0,81.0,55.0,32.0,16.0,11.0,5.0,7.0,13.0,3068.0,89.0,793.0,2024.0,,,,,,,,,,,,,0.7262,0.7262,0.4418,0.0645,0.6328,0.4966,0.4946,0.0
2024-540,Wimbledon,Grass,128.0,G,2024-07-01,140.0,214082.0,14.0,,Daria Kasatkina,R,170.0,RUS,27.1,201533.0,,,Shuai Zhang,R,177.0,CHN,35.4,6-3 6-0,3.0,R128,74.0,3.0,5.0,58.0,29.0,20.0,17.0,8.0,2.0,3.0,1.0,0.0,53.0,31.0,15.0,9.0,7.0,2.0,7.0,12.0,3283.0,680.0,54.0,2024.0,,,,,,,,,,,,,0.6983,0.6493,0.4554,0.0269,0.6201,0.5446,0.4036,0.0273
2024-540,Wimbledon,Grass,128.0,G,2024-07-01,156.0,201585.0,,,Sloane Stephens,R,170.0,USA,31.2,221039.0,,LL,Elsa Jacquemot,R,,FRA,21.1,6-3 6-3,3.0,R128,71.0,0.0,0.0,44.0,37.0,23.0,6.0,9.0,0.0,2.0,9.0,5.0,75.0,47.0,27.0,10.0,9.0,10.0,15.0,50.0,1217.0,151.0,503.0,2024.0,,,,,,,,,,,,,0.709,0.5562,0.522,0.0224,0.6267,0.5745,0.3571,0.12
2024-540,Wimbledon,Grass,128.0,G,2024-07-01,141.0,213908.0,,WC,Yuriko Miyazaki,R,165.0,GBR,28.6,211337.0,,,Tamara Korpatsch,R,170.0,GER,29.1,6-2 6-1,3.0,R128,58.0,0.0,2.0,35.0,17.0,15.0,13.0,7.0,0.0,0.0,1.0,2.0,49.0,30.0,17.0,6.0,8.0,4.0,9.0,148.0,512.0,73.0,895.0,2024.0,,,,,,,,,,,,,0.5702,0.5866,0.3816,0.0145,0.6408,0.5779,0.3823,0.0221
2024-540,Wimbledon,Grass,128.0,G,2024-07-01,142.0,211651.0,,,Paula Badosa,R,180.0,ESP,26.6,214096.0,,,Karolina Muchova,R,178.0,CZE,27.8,6-3 6-2,3.0,R128,81.0,2.0,7.0,75.0,38.0,28.0,22.0,9.0,6.0,6.0,1.0,0.0,46.0,30.0,20.0,6.0,8.0,1.0,4.0,93.0,770.0,34.0,1618.0,2024.0,,,,,,,,,,,,,0.5373,0.7308,0.4406,0.0765,0.7242,0.6816,0.4209,0.1142
2024-540,Wimbledon,Grass,128.0,G,2024-07-01,143.0,259104.0,,,Brenda Fruhvirtova,R,,CZE,17.2,259799.0,24.0,,Mirra Andreeva,R,,RUS,17.1,1-6 6-3 6-2,3.0,R128,126.0,0.0,5.0,98.0,53.0,32.0,18.0,12.0,13.0,19.0,2.0,4.0,69.0,37.0,25.0,9.0,12.0,2.0,9.0,88.0,801.0,23.0,2018.0,2024.0,,,,,,,,,,,,,0.5912,0.5225,0.3842,0.0,0.6303,0.6986,0.5049,0.0454
2024-540,Wimbledon,Grass,128.0,G,2024-07-01,144.0,215035.0,28.0,,Dayana Yastremska,R,175.0,UKR,24.1,206408.0,,,Nadia Podoroska,R,170.0,ARG,27.3,6-1 7-6(1),3.0,R128,94.0,4.0,4.0,63.0,36.0,25.0,14.0,9.0,3.0,5.0,0.0,0.0,69.0,44.0,22.0,12.0,10.0,4.0,8.0,27.0,1760.0,65.0,983.0,2024.0,,,,,,,,,,,,,0.5461,0.6476,0.5371,0.0441,0.625,0.5478,0.4242,0.0233
2024-540,Wimbledon,Grass,128.0,G,2024-07-01,146.0,202499.0,,,Donna Vekic,R,179.0,CRO,28.0,216016.0,,,Xiyu Wang,L,,CHN,23.2,3-6 6-3 6-4,3.0,R128,118.0,6.0,1.0,80.0,55.0,43.0,14.0,14.0,2.0,3.0,7.0,2.0,85.0,59.0,39.0,16.0,14.0,8.0,10.0,37.0,1488.0,54.0,1075.0,2024.0,,,,,,,,,,,,,0.5892,0.7528,0.4664,0.0672,0.7045,0.6957,0.4837,0.0736
2024-540,Wimbledon,Grass,128.0,G,2024-07-01,145.0,219875.0,,,Varvara Gracheva,R,,FRA,23.9,201615.0,,,Lesia Tsurenko,R,174.0,UKR,35.0,6-3 6-1,3.0,R128,62.0,0.0,0.0,43.0,29.0,22.0,6.0,8.0,0.0,1.0,0.0,6.0,52.0,30.0,14.0,10.0,8.0,4.0,9.0,70.0,920.0,59.0,1048.0,2024.0,,,,,,,,,,,,,0.6171,0.6967,0.4749,0.0311,0.6478,0.5252,0.4695,0.0
2024-540,Wimbledon,Grass,128.0,G,2024-07-01,148.0,211148.0,7.0,,Jasmine Paolini,R,160.0,ITA,28.4,204427.0,,,Sara Sorribes Tormo,R,176.0,ESP,27.7,7-5 6-3,3.0,R128,97.0,1.0,1.0,74.0,51.0,34.0,9.0,11.0,7.0,11.0,0.0,1.0,61.0,38.0,17.0,12.0,10.0,6.0,12.0,7.0,4228.0,55.0,1055.0,2024.0,,,,,,,,,,,,,0.6643,0.6557,0.5133,0.0197,0.6839,0.4826,0.3678,0.0051
2024-540,Wimbledon,Grass,128.0,G,2024-07-01,149.0,213889.0,,,Greet Minnen,R,,BEL,26.8,201586.0,,WC,Heather Watson,R,170.0,GBR,32.1,7-5 6-4,3.0,R128,100.0,3.0,7.0,78.0,51.0,36.0,10.0,11.0,5.0,8.0,1.0,4.0,62.0,31.0,21.0,10.0,11.0,3.0,8.0,80.0,848.0,199.0,366.0,2024.0,,,,,,,,,,,,,0.6502,0.6007,0.4325,0.0466,0.6037,0.6788,0.4437,0.0428
2024-540,Wimbledon,Grass,128.0,G,2024-07-01,150.0,215370.0,,,Bianca Andreescu,R,170.0,CAN,24.0,211713.0,,,Jaqueline Cristian,R,180.0,ROU,26.0,6-4 6-2,3.0,R128,77.0,3.0,2.0,48.0,29.0,26.0,7.0,9.0,0.0,1.0,0.0,3.0,58.0,32.0,19.0,10.0,9.0,5.0,9.0,176.0,426.0,62.0,996.0,2024.0,,,,,,,,,,,,,0.6578,0.6671,0.5101,0.0334,0.6132,0.5889,0.3573,0.0551
2024-540,Wimbledon,Grass,128.0,G,2024-07-01,151.0,222328.0,26.0,,Linda Noskova,R,,CZE,19.6,201506.0,,,Sara Errani,R,164.0,ITA,37.1,7-6(3) 6-1,3.0,R128,80.0,6.0,3.0,68.0,36.0,28.0,14.0,10.0,5.0,8.0,1.0,3.0,70.0,47.0,24.0,8.0,9.0,3.0,8.0,26.0,1775.0,86.0,810.0,2024.0,,,,,,,,,,,,,0.6462,0.7003,0.446,0.0609,0.7338,0.5536,0.3131,0.0036
2024-540,Wimbledon,Grass,128.0,G,2024-07-01,152.0,216146.0,18.0,,Marta Kostyuk,R,175.0,UKR,22.0,211685.0,,,Rebecca Sramkova,R,,SVK,27.6,6-3 6-2,3.0,R128,71.0,4.0,0.0,51.0,32.0,24.0,14.0,9.0,1.0,1.0,0.0,3.0,65.0,34.0,22.0,12.0,8.0,9.0,12.0,19.0,2240.0,105.0,695.0,2024.0,,,,,,,,,,,,,0.6284,0.6785,0.4228,0.036,0.5231,0.6471,0.3871,0.0
2024-540,Wimbledon,Grass,128.0,G,2024-07-01,153.0,201611.0,,,Daria Saville,R,166.0,AUS,30.3,220548.0,,,Peyton Stearns,R,,USA,22.7,6-4 6-2,3.0,R128,89.0,3.0,3.0,57.0,40.0,23.0,11.0,9.0,2.0,4.0,0.0,1.0,70.0,50.0,27.0,8.0,9.0,6.0,11.0,82.0,830.0,52.0,1082.0,2024.0,,,,,,,,,,,,,0.6546,0.5805,0.4306,0.0272,0.6462,0.6256,0.517,0.0223
2024-540,Wimbledon,Grass,128.0,G,2024-07-01,154.0,206374.0,,,Yafan Wang,R,170.0,CHN,30.1,203533.0,,,Anna Karolina Schmiedlova,R,176.0,SVK,29.7,6-0 3-6 6-4,3.0,R128,120.0,4.0,4.0,73.0,37.0,25.0,24.0,13.0,3.0,5.0,3.0,5.0,79.0,48.0,35.0,10.0,12.0,8.0,12.0,71.0,919.0,74.0,880.0,2024.0,,,,,,,,,,,,,0.5981,0.628,0.4643,0.0227,0.5895,0.6828,0.3583,0.019
2024-540,Wimbledon,Grass,128.0,G,2024-07-01,147.0,222965.0,,LL,Erika Andreeva,R,,RUS,20.0,211765.0,,,Emina Bektas,R,,USA,31.2,7-6(5) 3-6 6-3,3.0,R128,137.0,6.0,3.0,95.0,60.0,43.0,20.0,14.0,4.0,6.0,13.0,1.0,98.0,70.0,48.0,16.0,16.0,4.0,6.0,101.0,729.0,107.0,686.0,2024.0,,,,,,,,,,,,,0.5812,0.6141,0.5094,0.0378,0.6959,0.7,0.4853,0.1062
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1696.53,1672.63,23.899999999999864,1608.71,1463.88,144.82999999999993,0.7777777777777778,0.3333333333333333,0.7,0.4,1.0,1.0,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1742.76,1734.18,8.579999999999927,1550.16,1517.94,32.22000000000003,0.6,0.5,0.7,0.6,1.0,1.0,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1445.78,1565.29,-119.50999999999999,1419.47,1431.32,-11.849999999999909,0.0,0.0,0.0,0.2,0.0,0.0,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1911.38,1487.15,424.23,1638.31,1500.0,138.30999999999995,0.6153846153846154,,0.8,0.3333333333333333,1.0,1.0,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1745.21,1522.44,222.76999999999998,1667.47,1383.61,283.8600000000001,0.7058823529411765,0.16666666666666666,0.6,0.3,1.0,1.0,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1876.87,1664.73,212.13999999999987,1481.99,1602.43,-120.44000000000005,0.3333333333333333,0.45454545454545453,0.8,0.5,1.0,0.0,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1673.03,1471.5,201.52999999999997,1570.52,1481.65,88.86999999999989,0.6428571428571429,0.0,0.3,0.2857142857142857,1.0,1.0,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1856.36,1478.43,377.92999999999984,1677.63,1420.41,257.22,0.8461538461538461,0.0,0.8,0.4,1.0,1.0,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1949.1,1668.01,281.0899999999999,1695.09,1593.0,102.08999999999992,0.8125,0.5,0.8,0.5,1.0,1.0,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1777.71,2139.55,-361.84000000000015,1579.02,1615.17,-36.15000000000009,0.7142857142857143,0.75,0.7,1.0,0.0,0.0,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1741.21,1558.03,183.18000000000006,1491.03,1415.57,75.46000000000004,0.375,0.2,0.4,0.4,1.0,1.0,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1740.32,1484.72,255.5999999999999,1513.15,1391.23,121.92000000000007,0.5,0.0,0.5,0.3,1.0,1.0,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1823.66,1487.71,335.95000000000005,1482.1,1496.57,-14.470000000000027,0.2857142857142857,0.4444444444444444,0.8,0.3,1.0,0.0,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1684.55,1450.65,233.89999999999986,1629.21,1500.0,129.21000000000004,0.65,,0.6,0.3,1.0,1.0,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1596.39,1563.37,33.02000000000021,1496.82,1494.03,2.7899999999999636,0.3333333333333333,0.5,0.5,0.6,1.0,1.0,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1739.87,1497.17,242.69999999999982,1553.6,1500.0,53.59999999999991,0.6666666666666666,,0.7,0.4,1.0,1.0,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1833.03,1469.25,363.78,1689.31,1454.06,235.25,0.75,0.0,0.7,0.25,1.0,1.0,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1710.66,1672.37,38.29000000000019,1571.2,1501.26,69.94000000000005,0.6666666666666666,0.5,0.6,0.5,1.0,1.0,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1522.99,1664.37,-141.37999999999988,1481.95,1446.06,35.8900000000001,0.45454545454545453,0.0,0.2,0.4,0.0,1.0,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1499.75,1461.48,38.26999999999998,1500.0,1500.0,0.0,,,0.4,0.0,1.0,0.0,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1620.35,1866.64,-246.2900000000002,1431.93,1627.1,-195.16999999999985,0.2,0.7222222222222222,0.5,0.8,0.0,0.0,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1764.7,1740.32,24.38000000000011,1513.73,1600.44,-86.71000000000004,0.8,0.625,0.6,0.7,1.0,0.0,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1680.25,1698.69,-18.440000000000055,1559.84,1494.01,65.82999999999993,0.5625,0.375,0.6,0.5,0.0,1.0,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1725.12,1761.06,-35.940000000000055,1571.02,1716.76,-145.74,0.625,0.7391304347826086,0.6,0.7,0.0,0.0,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1742.76,1911.38,-168.62000000000012,1550.16,1638.31,-88.14999999999986,0.6,0.6153846153846154,0.7,0.8,0.0,0.0,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1499.75,1522.99,-23.24000000000001,1500.0,1481.95,18.049999999999955,,0.45454545454545453,0.4,0.2,0.0,1.0,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1566.65,1712.64,-145.99,1557.86,1667.88,-110.02000000000021,0.5294117647058824,0.7272727272727273,0.4,0.7,0.0,0.0,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1673.03,1823.66,-150.6300000000001,1570.52,1482.1,88.42000000000007,0.6428571428571429,0.2857142857142857,0.3,0.8,0.0,1.0,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1823.66,1684.55,139.11000000000013,1482.1,1629.21,-147.11000000000013,0.2857142857142857,0.65,0.8,0.6,1.0,0.0,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1673.03,1949.1,-276.06999999999994,1570.52,1695.09,-124.56999999999994,0.6428571428571429,0.8125,0.3,0.8,0.0,0.0,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1823.66,1742.76,80.90000000000009,1482.1,1550.16,-68.06000000000017,0.2857142857142857,0.6,0.8,0.7,1.0,0.0,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1684.55,1499.75,184.79999999999995,1629.21,1500.0,129.21000000000004,0.65,,0.6,0.4,1.0,1.0,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1949.1,1725.12,223.98000000000002,1695.09,1571.02,124.06999999999994,0.8125,0.625,0.8,0.6,1.0,1.0,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1673.03,1745.21,-72.18000000000006,1570.52,1667.47,-96.95000000000005,0.6428571428571429,0.7058823529411765,0.3,0.6,0.0,0.0,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1823.66,1856.36,-32.69999999999982,1482.1,1677.63,-195.5300000000002,0.2857142857142857,0.8461538461538461,0.8,0.8,0.0,0.0,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1684.55,1739.87,-55.319999999999936,1629.21,1553.6,75.61000000000013,0.65,0.6666666666666666,0.6,0.7,0.0,1.0,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1620.35,1566.65,53.69999999999982,1431.93,1557.86,-125.92999999999984,0.2,0.5294117647058824,0.5,0.4,1.0,0.0,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1499.75,1710.66,-210.91000000000008,1500.0,1571.2,-71.20000000000005,,0.6666666666666666,0.4,0.6,0.0,0.0,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1949.1,1764.7,184.39999999999986,1695.09,1513.73,181.3599999999999,0.8125,0.8,0.8,0.6,1.0,1.0,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1673.03,1876.87,-203.83999999999992,1570.52,1481.99,88.52999999999997,0.6428571428571429,0.3333333333333333,0.3,0.8,0.0,1.0,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1745.21,1777.71,-32.5,1667.47,1579.02,88.45000000000005,0.7058823529411765,0.7142857142857143,0.6,0.7,0.0,1.0,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1911.38,1445.78,465.60000000000014,1638.31,1419.47,218.83999999999992,0.6153846153846154,0.0,0.8,0.0,1.0,1.0,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1742.76,1696.53,46.23000000000002,1550.16,1608.71,-58.549999999999955,0.6,0.7777777777777778,0.7,0.7,1.0,0.0,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1856.36,1741.21,115.14999999999986,1677.63,1491.03,186.60000000000014,0.8461538461538461,0.375,0.8,0.4,1.0,1.0,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1823.66,1680.25,143.41000000000008,1482.1,1559.84,-77.74000000000001,0.2857142857142857,0.5625,0.8,0.6,1.0,0.0,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1684.55,1596.39,88.15999999999985,1629.21,1496.82,132.3900000000001,0.65,0.3333333333333333,0.6,0.5,1.0,1.0,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1739.87,1833.03,-93.16000000000008,1553.6,1689.31,-135.71000000000004,0.6666666666666666,0.75,0.7,0.7,0.0,0.0,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1710.66,1740.32,-29.659999999999854,1571.2,1513.15,58.049999999999955,0.6666666666666666,0.5,0.6,0.5,0.0,1.0,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1725.12,1620.35,104.76999999999998,1571.02,1431.93,139.08999999999992,0.625,0.2,0.6,0.5,1.0,1.0,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1725.12,1532.2,192.91999999999985,1571.02,1510.68,60.33999999999992,0.625,0.5333333333333333,0.6,0.4,1.0,1.0,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1777.71,1631.46,146.25,1579.02,1659.7,-80.68000000000006,0.7142857142857143,0.4,0.7,0.4,1.0,0.0,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1740.32,1574.32,166.0,1600.44,1490.84,109.60000000000014,0.625,0.4,0.7,0.4,1.0,1.0,,,,,,,,
